,risk_mle_mean,risk_mle_min,risk_mle_max,n_risk_bad_mle,loss_mle_mean,loss_mle_min,loss_mle_max,n_loss_bad_mle,invtemp_mle_mean,invtemp_mle_min,invtemp_mle_max,n_invtemp_bad_mle,bic_mean_mle,bic_min_mle,bic_max_mle,negll_mean_mle,negll_min_mle,negll_max_mle,risk_emmap_mean,risk_emmap_min,risk_emmap_max,n_risk_bad_emmap,loss_emmap_mean,loss_emmap_min,loss_emmap_max,n_loss_bad_emmap,invtemp_emmap_mean,invtemp_emmap_min,invtemp_emmap_max,n_invtemp_bad_emmap,bic_mean_emmap,bic_min_emmap,bic_max_emmap,negll_mean_emmap,negll_min_emmap,negll_max_emmap
0,1.0692349128814191,1e-05,2.0,2,1.8405946752091578,1e-05,6.0,8,3.1471439039116995,0.3169792223047625,9.50522849434904,0,184.68964126926113,121.03125931133623,215.686882621478,84.82886769348619,52.99967671452373,100.32748836959462,0.9849951633200691,0.5715448111126712,1.5431230820844664,0,1.336825231180416,0.04138383663988392,4.164168197050823,0,3.2922751807756803,1.4306580730281226,6.912464422185934,0,186.09664427141578,125.34782011811238,218.06804534618905,85.53236919456351,55.157957117911806,101.51806973195015
