,risk_mle_mean,risk_mle_min,risk_mle_max,n_risk_bad_mle,loss_mle_mean,loss_mle_min,loss_mle_max,n_loss_bad_mle,invtemp_mle_mean,invtemp_mle_min,invtemp_mle_max,n_invtemp_bad_mle,bic_mean_mle,bic_min_mle,bic_max_mle,negll_mean_mle,negll_min_mle,negll_max_mle,risk_emmap_mean,risk_emmap_min,risk_emmap_max,n_risk_bad_emmap,loss_emmap_mean,loss_emmap_min,loss_emmap_max,n_loss_bad_emmap,invtemp_emmap_mean,invtemp_emmap_min,invtemp_emmap_max,n_invtemp_bad_emmap,bic_mean_emmap,bic_min_emmap,bic_max_emmap,negll_mean_emmap,negll_min_emmap,negll_max_emmap
0,1.0203889143641907,1e-05,2.0,2,1.9109300788496963,1e-05,6.0,5,3.203113451963556,0.3169792223047625,6.782406733678238,0,186.62843740520162,125.98468083971123,215.686882621478,85.79826576145643,55.47638747871123,100.32748836959462,0.9312702008228323,0.5626417603134519,1.4375489227849116,0,1.3270297584048614,0.054999763709655244,3.8473328111189042,0,3.485818323062703,1.6265931830521152,5.448675219297329,0,188.13067732319507,126.95896414351786,218.58487425407782,86.54938572045315,55.963529130614546,101.77648418589453
