,tr,TrialType,ChoicePred,ChoiceProb,ChoiceUtil,util_gamble,util_safe,p_gamble,p_safe,SafeBet,HighBet,LowBet
15,15,loss,safe,0.8320183851339246,-0.8,-1.12,-0.8,0.16798161486607546,0.8320183851339246,-0.2,0.0,-0.56
16,16,loss,gamble,0.039165722796764314,-2.24,-2.24,-1.6,0.039165722796764314,0.9608342772032358,-0.4,0.0,-1.12
17,17,gain,safe,0.5374298453437496,0.2,0.17,0.2,0.4625701546562505,0.5374298453437496,0.2,0.34,0.0
18,18,gain,gamble,0.9644288107273639,1.26,1.26,0.6,0.9644288107273639,0.03557118927263618,0.6,2.52,0.0
19,19,loss,safe,0.8698915256370022,-1.6,-1.98,-1.6,0.1301084743629978,0.8698915256370022,-0.4,0.0,-0.99
20,20,mix,safe,0.9933071490757153,0.0,-1.0,0.0,0.006692850924284856,0.9933071490757153,0.0,1.2,-0.8
21,21,loss,safe,0.9088770389851438,-0.8,-1.26,-0.8,0.09112296101485616,0.9088770389851438,-0.2,0.0,-0.63
22,22,gain,gamble,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0
23,23,loss,safe,0.9918374288468401,-2.4,-3.36,-2.4,0.00816257115315989,0.9918374288468401,-0.6,0.0,-1.68
24,24,gain,gamble,0.45636131276292113,0.365,0.365,0.4,0.45636131276292113,0.5436386872370789,0.4,0.73,0.0
25,25,loss,safe,0.7310585786300048,-0.8,-1.0,-0.8,0.2689414213699951,0.7310585786300048,-0.2,0.0,-0.5
26,26,loss,gamble,0.6681877721681662,-1.46,-1.46,-1.6,0.6681877721681662,0.33181222783183384,-0.4,0.0,-0.73
27,27,loss,safe,0.9820137900379085,-2.0,-2.8,-2.0,0.01798620996209156,0.9820137900379085,-0.5,0.0,-1.4
28,28,mix,safe,0.9890130573694068,0.0,-0.9,0.0,0.01098694263059318,0.9890130573694068,0.0,0.2,-0.5
29,29,loss,safe,0.9990889488055993,-2.4,-3.8,-2.4,0.0009110511944006454,0.9990889488055993,-0.6,0.0,-1.9
30,30,mix,safe,0.9848576252587378,0.0,-0.835,0.0,0.01514237474126237,0.9848576252587378,0.0,0.33,-0.5
31,31,loss,safe,0.9996646498695335,-2.0,-3.6,-2.0,0.0003353501304664781,0.9996646498695335,-0.5,0.0,-1.8
32,32,mix,safe,0.9820137900379085,0.0,-0.8,0.0,0.017986209962091555,0.9820137900379085,0.0,1.6,-0.8
33,33,mix,safe,0.999998629042793,0.0,-2.7,0.0,1.3709572068578445e-06,0.999998629042793,0.0,0.6,-1.5
34,34,gain,safe,0.5,0.3,0.3,0.3,0.5,0.5,0.3,0.6,0.0
35,35,loss,safe,0.24973989440488245,-2.4,-2.18,-2.4,0.7502601055951175,0.24973989440488245,-0.6,0.0,-1.09
36,36,gain,gamble,0.8175744761936437,0.5,0.5,0.2,0.8175744761936437,0.18242552380635635,0.2,1.0,0.0
37,37,gain,gamble,0.7502601055951177,0.42,0.42,0.2,0.7502601055951177,0.24973989440488237,0.2,0.84,0.0
38,38,mix,safe,0.9998415637808975,0.0,-1.7500000000000002,0.0,0.00015843621910252565,0.9998415637808975,0.0,0.9,-1.1
39,39,mix,safe,0.9999978499127818,0.0,-2.61,0.0,2.1500872180996458e-06,0.9999978499127818,0.0,0.78,-1.5
40,40,loss,safe,0.9975273768433652,-0.8,-2.0,-0.8,0.0024726231566347748,0.9975273768433652,-0.2,0.0,-1.0
41,41,mix,safe,0.9989677689632452,0.0,-1.3750000000000002,0.0,0.0010322310367548186,0.9989677689632452,0.0,1.65,-1.1
42,42,mix,safe,0.9999724643088853,0.0,-2.1,0.0,2.753569111458347e-05,0.9999724643088853,0.0,1.8,-1.5
43,43,loss,gamble,0.5,-2.0,-2.0,-2.0,0.5,0.5,-0.5,0.0,-1.0
44,44,mix,safe,0.9993891206405656,0.0,-1.48,0.0,0.000610879359434401,0.9993891206405656,0.0,0.24,-0.8
45,45,gain,gamble,0.6456563062257955,0.42,0.42,0.3,0.6456563062257955,0.35434369377420444,0.3,0.84,0.0
46,46,loss,gamble,0.6224593312018545,-1.1,-1.1,-1.2,0.6224593312018545,0.37754066879814546,-0.3,0.0,-0.55
47,47,loss,safe,0.7109495026250041,-1.6,-1.78,-1.6,0.289050497374996,0.7109495026250041,-0.4,0.0,-0.89
48,48,loss,safe,0.9998766054240138,-1.2,-3.0,-1.2,0.00012339457598623172,0.9998766054240138,-0.3,0.0,-1.5
49,49,mix,safe,0.9706877692486436,0.0,-0.7,0.0,0.029312230751356316,0.9706877692486436,0.0,0.6,-0.5
50,50,loss,gamble,0.5,-2.4,-2.4,-2.4,0.5,0.5,-0.6,0.0,-1.2
51,51,mix,safe,0.9308615796566533,0.0,-0.52,0.0,0.06913842034334682,0.9308615796566533,0.0,0.16,-0.3
52,52,loss,safe,0.9478464369215823,-2.4,-2.98,-2.4,0.05215356307841772,0.9478464369215823,-0.6,0.0,-1.49
53,53,mix,safe,0.9999990577554062,0.0,-2.775,0.0,9.422445939071363e-07,0.9999990577554062,0.0,0.45,-1.5
54,54,gain,safe,0.11920292202211756,0.5,0.9,0.5,0.8807970779778825,0.11920292202211756,0.5,1.8,0.0
55,55,loss,gamble,0.5,-1.6,-1.6,-1.6,0.5,0.5,-0.4,0.0,-0.8
56,56,gain,gamble,0.6165665045213193,0.495,0.495,0.4,0.6165665045213193,0.38343349547868066,0.4,0.99,0.0
57,57,gain,gamble,0.9046505351008906,0.75,0.75,0.3,0.9046505351008906,0.09534946489910949,0.3,1.5,0.0
58,58,gain,gamble,0.5683199834782482,0.555,0.555,0.5,0.5683199834782482,0.43168001652175175,0.5,1.11,0.0
59,59,loss,gamble,0.5,-1.2,-1.2,-1.2,0.5,0.5,-0.3,0.0,-0.6
60,60,mix,gamble,0.13296424019782924,-0.375,-0.375,0.0,0.13296424019782924,0.8670357598021706,0.0,0.45,-0.3
61,61,mix,safe,0.9579122720843811,0.0,-0.625,0.0,0.04208772791561884,0.9579122720843811,0.0,0.75,-0.5
62,62,loss,safe,0.6681877721681662,-1.2,-1.34,-1.2,0.33181222783183384,0.6681877721681662,-0.3,0.0,-0.67
63,63,mix,safe,0.9999963653714332,0.0,-2.505,0.0,3.6346285668473264e-06,0.9999963653714332,0.0,0.99,-1.5
64,64,gain,gamble,0.4194576951793404,0.335,0.335,0.4,0.4194576951793404,0.5805423048206596,0.4,0.67,0.0
65,65,gain,gamble,0.6899744811276125,0.56,0.56,0.4,0.6899744811276125,0.3100255188723875,0.4,1.12,0.0
66,66,loss,safe,0.9168273035060777,-2.0,-2.48,-2.0,0.08317269649392235,0.9168273035060777,-0.5,0.0,-1.24
67,67,mix,safe,0.9413098250079087,0.0,-0.5549999999999999,0.0,0.058690174992091206,0.9413098250079087,0.0,0.09,-0.3
68,68,loss,safe,0.3543436937742046,-0.8,-0.68,-0.8,0.6456563062257954,0.3543436937742046,-0.2,0.0,-0.34
69,69,loss,safe,0.9706877692486436,-1.2,-1.9,-1.2,0.029312230751356323,0.9706877692486436,-0.3,0.0,-0.95
70,70,loss,safe,0.26894142136999516,-1.2,-1.0,-1.2,0.7310585786300049,0.26894142136999516,-0.3,0.0,-0.5
71,71,mix,safe,0.9999993524052017,0.0,-2.85,0.0,6.475947982049266e-07,0.9999993524052017,0.0,0.3,-1.5
72,72,gain,gamble,0.8519528019683105,0.95,0.95,0.6,0.8519528019683105,0.14804719803168945,0.6,1.9,0.0
73,73,mix,safe,0.9982562986690452,0.0,-1.27,0.0,0.0017437013309547797,0.9982562986690452,0.0,0.66,-0.8
74,74,loss,safe,0.9878715650157258,-0.8,-1.68,-0.8,0.012128434984274237,0.9878715650157258,-0.2,0.0,-0.84
75,75,gain,gamble,0.7685247834990176,0.84,0.84,0.6,0.7685247834990176,0.2314752165009823,0.6,1.68,0.0
76,76,mix,safe,0.995929862284104,0.0,-1.1,0.0,0.004070137715896127,0.995929862284104,0.0,2.2,-1.1
77,77,mix,safe,0.9370266439430035,0.0,-0.54,0.0,0.06297335605699649,0.9370266439430035,0.0,0.12,-0.3
78,78,loss,safe,0.9999938558253978,-1.6,-4.0,-1.6,6.144174602214717e-06,0.9999938558253978,-0.4,0.0,-2.0
79,79,gain,gamble,0.9770226300899744,1.25,1.25,0.5,0.9770226300899744,0.022977369910025615,0.5,2.5,0.0
80,80,loss,safe,0.4013123398875479,-0.8,-0.72,-0.8,0.598687660112452,0.4013123398875479,-0.2,0.0,-0.36
81,81,mix,safe,0.9999933772947451,0.0,-2.385,0.0,6.622705254806681e-06,0.9999933772947451,0.0,1.23,-1.5
82,82,mix,safe,0.9994997988929205,0.0,-1.52,0.0,0.0005002011070795643,0.9994997988929205,0.0,0.16,-0.8
83,83,loss,safe,0.9983411989198256,-1.6,-2.88,-1.6,0.0016588010801744243,0.9983411989198256,-0.4,0.0,-1.44
84,84,gain,gamble,0.8099984339846871,0.79,0.79,0.5,0.8099984339846871,0.19000156601531296,0.5,1.58,0.0
85,85,mix,safe,0.9963157601005641,0.0,-1.12,0.0,0.0036842398994359864,0.9963157601005641,0.0,0.96,-0.8
86,86,loss,safe,0.9168273035060776,-1.2,-1.68,-1.2,0.08317269649392234,0.9168273035060776,-0.3,0.0,-0.84
87,87,gain,gamble,0.5805423048206596,0.665,0.665,0.6,0.5805423048206596,0.41945769517934034,0.6,1.33,0.0
88,88,gain,gamble,0.8388910504234148,0.63,0.63,0.3,0.8388910504234148,0.16110894957658525,0.3,1.26,0.0
89,89,loss,gamble,0.7858349830425586,-1.34,-1.34,-1.6,0.7858349830425586,0.21416501695744142,-0.4,0.0,-0.67
90,90,loss,gamble,0.8698915256370022,-2.02,-2.02,-2.4,0.8698915256370022,0.13010847436299783,-0.6,0.0,-1.01
91,91,gain,gamble,0.47502081252106,0.18,0.18,0.2,0.47502081252106,0.52497918747894,0.2,0.36,0.0
92,92,gain,gamble,0.5,0.6,0.6,0.6,0.5,0.5,0.6,1.2,0.0
93,93,loss,safe,0.998641480049571,-1.2,-2.52,-1.2,0.0013585199504289591,0.998641480049571,-0.3,0.0,-1.26
94,94,mix,safe,0.9994472213630764,0.0,-1.5,0.0,0.0005527786369235996,0.9994472213630764,0.0,3.0,-1.5
95,95,gain,gamble,0.8320183851339243,0.72,0.72,0.4,0.8320183851339243,0.16798161486607557,0.4,1.44,0.0
96,96,gain,gamble,0.52497918747894,0.22,0.22,0.2,0.52497918747894,0.47502081252106,0.2,0.44,0.0
97,97,mix,safe,0.9815668599988902,0.0,-0.795,0.0,0.01843314000110983,0.9815668599988902,0.0,0.41,-0.5
98,98,gain,safe,0.5,0.2,0.2,0.2,0.5,0.5,0.2,0.4,0.0
99,99,mix,safe,0.9999305615244187,0.0,-1.9150000000000003,0.0,6.94384755813611e-05,0.9999305615244187,0.0,0.57,-1.1
100,100,loss,safe,0.9999981494022271,-2.4,-5.04,-2.4,1.8505977728634534e-06,0.9999981494022271,-0.6,0.0,-2.52
101,101,gain,gamble,0.7057850278370112,0.475,0.475,0.3,0.7057850278370112,0.29421497216298875,0.3,0.95,0.0
102,102,mix,safe,0.9999151889582765,0.0,-1.875,0.0,8.481104172358075e-05,0.9999151889582765,0.0,2.25,-1.5
103,103,gain,safe,0.4563613127629211,0.3,0.335,0.3,0.5436386872370789,0.4563613127629211,0.3,0.67,0.0
104,104,mix,safe,0.9997388096809043,0.0,-1.6500000000000001,0.0,0.0002611903190957194,0.9997388096809043,0.0,1.1,-1.1
105,105,loss,safe,0.16798161486607557,-2.0,-1.68,-2.0,0.8320183851339245,0.16798161486607557,-0.5,0.0,-0.84
106,106,loss,safe,0.9608342772032357,-0.8,-1.44,-0.8,0.03916572279676439,0.9608342772032357,-0.2,0.0,-0.72
107,107,gain,safe,0.32629290054547855,0.6,0.745,0.6,0.6737070994545215,0.32629290054547855,0.6,1.49,0.0
108,108,mix,safe,0.8175744761936437,0.0,-0.3,0.0,0.18242552380635632,0.8175744761936437,0.0,0.6,-0.3
109,109,loss,safe,0.9999996940977731,-2.0,-5.0,-2.0,3.059022269256247e-07,0.9999996940977731,-0.5,0.0,-2.5
110,110,mix,safe,0.9770226300899744,0.0,-0.75,0.0,0.02297736991002561,0.9770226300899744,0.0,0.5,-0.5
111,111,gain,gamble,0.9525741268224333,1.0,1.0,0.4,0.9525741268224333,0.04742587317756679,0.4,2.0,0.0
112,112,loss,safe,0.8021838885585818,-1.2,-1.48,-1.2,0.1978161114414182,0.8021838885585818,-0.3,0.0,-0.74
113,113,gain,gamble,0.5621765008857982,0.25,0.25,0.2,0.5621765008857982,0.43782349911420193,0.2,0.5,0.0
114,114,mix,safe,0.9999498278353162,0.0,-1.9800000000000002,0.0,5.01721646837642e-05,0.9999498278353162,0.0,0.44,-1.1
115,115,mix,safe,0.99997105256468,0.0,-2.0900000000000003,0.0,2.8947435319942592e-05,0.99997105256468,0.0,0.22,-1.1
116,116,mix,safe,0.9992539711661633,0.0,-1.4400000000000002,0.0,0.0007460288338366963,0.9992539711661633,0.0,0.32,-0.8
117,117,gain,gamble,0.9399133498259923,1.05,1.05,0.5,0.9399133498259923,0.06008665017400762,0.5,2.1,0.0
118,118,mix,safe,0.9987395182336377,0.0,-1.335,0.0,0.0012604817663623316,0.9987395182336377,0.0,0.53,-0.8
119,119,mix,safe,0.9872576505358884,0.0,-0.87,0.0,0.012742349464111607,0.9872576505358884,0.0,0.26,-0.5
120,120,gain,safe,0.36008390326226586,0.2,0.315,0.2,0.6399160967377341,0.36008390326226586,0.2,0.63,0.0
121,121,mix,safe,0.9975273768433653,0.0,-1.2000000000000002,0.0,0.0024726231566347726,0.9975273768433653,0.0,0.8,-0.8
122,122,gain,gamble,0.46879062662624377,0.275,0.275,0.3,0.46879062662624377,0.5312093733737562,0.3,0.55,0.0
123,123,loss,safe,0.9999832985781518,-2.0,-4.2,-2.0,1.6701421848095177e-05,0.9999832985781518,-0.5,0.0,-2.1
124,124,gain,gamble,0.9890130573694068,1.5,1.5,0.6,0.9890130573694068,0.01098694263059318,0.6,3.0,0.0
125,125,mix,safe,0.9902915235185259,0.0,-0.925,0.0,0.009708476481474066,0.9902915235185259,0.0,0.15,-0.5
126,126,gain,safe,0.4439861094553801,0.4,0.445,0.4,0.5560138905446199,0.4439861094553801,0.4,0.89,0.0
127,127,mix,safe,0.9995473777767595,0.0,-1.54,0.0,0.000452622223240535,0.9995473777767595,0.0,1.32,-1.1
128,128,mix,safe,0.9998964135048014,0.0,-1.8350000000000002,0.0,0.00010358649519871292,0.9998964135048014,0.0,0.73,-1.1
129,129,gain,safe,0.4133824210826699,0.3,0.37,0.3,0.5866175789173301,0.4133824210826699,0.3,0.74,0.0
130,130,loss,safe,0.9999999847700204,-2.4,-6.0,-2.4,1.522997951276035e-08,0.9999999847700204,-0.6,0.0,-3.0
131,131,mix,safe,0.9999618901626335,0.0,-2.035,0.0,3.810983736649137e-05,0.9999618901626335,0.0,0.33,-1.1
132,132,gain,safe,0.35434369377420455,0.5,0.62,0.5,0.6456563062257955,0.35434369377420455,0.5,1.24,0.0
133,133,loss,safe,0.7502601055951179,-2.0,-2.22,-2.0,0.24973989440488212,0.7502601055951179,-0.5,0.0,-1.11
134,134,mix,safe,0.9453186827840592,0.0,-0.57,0.0,0.05468131721594078,0.9453186827840592,0.0,0.06,-0.3
135,135,loss,safe,0.9900481981330957,-1.6,-2.52,-1.6,0.009951801866904326,0.9900481981330957,-0.4,0.0,-1.26
136,136,gain,gamble,0.9002495108803148,0.84,0.84,0.4,0.9002495108803148,0.09975048911968513,0.4,1.68,0.0
137,137,mix,safe,0.9999869928715335,0.0,-2.25,0.0,1.3007128466476033e-05,0.9999869928715335,0.0,1.5,-1.5
138,138,gain,safe,0.5683199834782481,0.6,0.545,0.6,0.4316800165217519,0.5683199834782481,0.6,1.09,0.0
139,139,loss,safe,0.7858349830425588,-2.4,-2.66,-2.4,0.21416501695744128,0.7858349830425588,-0.6,0.0,-1.33
140,140,gain,gamble,0.7685247834990178,0.54,0.54,0.3,0.7685247834990178,0.23147521650098232,0.3,1.08,0.0
141,141,mix,safe,0.991422514586288,0.0,-0.95,0.0,0.008577485413711986,0.991422514586288,0.0,0.1,-0.5
142,142,gain,safe,0.55601389054462,0.5,0.455,0.5,0.4439861094553801,0.55601389054462,0.5,0.91,0.0
143,143,mix,safe,0.8909031788043871,0.0,-0.42,0.0,0.10909682119561294,0.8909031788043871,0.0,0.36,-0.3
144,144,loss,gamble,0.710949502625004,-1.82,-1.82,-2.0,0.710949502625004,0.28905049737499594,-0.5,0.0,-0.91
145,145,loss,safe,0.5,-0.8,-0.8,-0.8,0.5,0.5,-0.2,0.0,-0.4
146,146,gain,safe,0.5,0.4,0.4,0.4,0.5,0.5,0.4,0.8,0.0
147,147,loss,safe,0.99183742884684,-1.2,-2.16,-1.2,0.00816257115315989,0.99183742884684,-0.3,0.0,-1.08
148,148,mix,safe,0.9241418199787566,0.0,-0.5,0.0,0.07585818002124356,0.9241418199787566,0.0,0.2,-0.3
149,149,mix,safe,0.9990422829475397,0.0,-1.3900000000000001,0.0,0.0009577170524602383,0.9990422829475397,0.0,0.42,-0.8
