,tr,TrialType,ChoicePred,ChoiceProb,ChoiceUtil,util_gamble,util_safe,p_gamble,p_safe,SafeBet,HighBet,LowBet
16,16,mix,safe,0.7211151780228631,0.0,-0.19000000000000003,0.0,0.2788848219771368,0.7211151780228631,0.0,0.42,-0.8
17,17,mix,gamble,0.32082130082460697,-0.15,-0.15,0.0,0.32082130082460697,0.679178699175393,0.0,0.2,-0.5
18,18,gain,gamble,0.8807970779778825,0.9,0.9,0.5,0.8807970779778825,0.11920292202211756,0.5,1.8,0.0
19,19,loss,safe,0.598687660112452,-0.2,-0.28,-0.2,0.40131233988754794,0.598687660112452,-0.2,0.0,-0.56
20,20,gain,gamble,0.759510916949111,0.63,0.63,0.4,0.759510916949111,0.24048908305088892,0.4,1.26,0.0
21,21,loss,safe,0.5621765008857981,-0.2,-0.25,-0.2,0.4378234991142018,0.5621765008857981,-0.2,0.0,-0.5
22,22,loss,safe,0.5866175789173301,-0.3,-0.37,-0.3,0.41338242108267,0.5866175789173301,-0.3,0.0,-0.74
23,23,loss,safe,0.8519528019683106,-0.6,-0.95,-0.6,0.14804719803168948,0.8519528019683106,-0.6,0.0,-1.9
24,24,gain,gamble,0.6456563062257955,0.62,0.62,0.5,0.6456563062257955,0.35434369377420455,0.5,1.24,0.0
25,25,mix,safe,0.43782349911420193,0.0,0.04999999999999999,0.0,0.5621765008857981,0.43782349911420193,0.0,0.6,-0.5
26,26,mix,gamble,0.1611089495765852,-0.33000000000000007,-0.33000000000000007,0.0,0.1611089495765852,0.8388910504234147,0.0,0.44,-1.1
27,27,gain,gamble,0.6737070994545215,0.745,0.745,0.6,0.6737070994545215,0.32629290054547855,0.6,1.49,0.0
28,28,mix,gamble,0.5986876601124519,0.07999999999999996,0.07999999999999996,0.0,0.5986876601124519,0.401312339887548,0.0,0.96,-0.8
29,29,mix,safe,0.8320183851339245,0.0,-0.32,0.0,0.1679816148660755,0.8320183851339245,0.0,0.16,-0.8
30,30,loss,safe,0.5,-0.4,-0.4,-0.4,0.5,0.5,-0.4,0.0,-0.8
31,31,mix,safe,0.9046505351008906,0.0,-0.45,0.0,0.0953494648991095,0.9046505351008906,0.0,0.6,-1.5
32,32,gain,gamble,0.5,0.4,0.4,0.4,0.5,0.5,0.4,0.8,0.0
33,33,gain,gamble,0.9399133498259923,1.05,1.05,0.5,0.9399133498259923,0.06008665017400762,0.5,2.1,0.0
34,34,loss,gamble,0.38343349547868066,-0.495,-0.495,-0.4,0.38343349547868066,0.6165665045213193,-0.4,0.0,-0.99
35,35,loss,gamble,0.3262929005454786,-0.745,-0.745,-0.6,0.3262929005454786,0.6737070994545215,-0.6,0.0,-1.49
36,36,loss,safe,0.9525741268224331,-0.4,-1.0,-0.4,0.047425873177566774,0.9525741268224331,-0.4,0.0,-2.0
37,37,loss,safe,0.5683199834782482,-0.5,-0.555,-0.5,0.4316800165217518,0.5683199834782482,-0.5,0.0,-1.11
38,38,mix,safe,0.9002495108803148,0.0,-0.44000000000000006,0.0,0.09975048911968513,0.9002495108803148,0.0,0.22,-1.1
39,39,mix,safe,0.34864513533394575,0.0,0.125,0.0,0.6513548646660542,0.34864513533394575,0.0,0.75,-0.5
40,40,mix,gamble,0.679178699175393,0.15,0.15,0.0,0.679178699175393,0.320821300824607,0.0,0.6,-0.3
41,41,mix,safe,0.8021838885585818,0.0,-0.28,0.0,0.19781611144141822,0.8021838885585818,0.0,0.24,-0.8
42,42,mix,gamble,0.7310585786300048,0.19999999999999996,0.19999999999999996,0.0,0.7310585786300048,0.26894142136999516,0.0,1.2,-0.8
43,43,gain,gamble,0.5560138905446199,0.445,0.445,0.4,0.5560138905446199,0.4439861094553801,0.4,0.89,0.0
44,44,mix,gamble,0.2689414213699951,-0.2,-0.2,0.0,0.2689414213699951,0.7310585786300049,0.0,0.1,-0.5
45,45,loss,gamble,0.5560138905446199,-0.455,-0.455,-0.5,0.5560138905446199,0.44398610945538003,-0.5,0.0,-0.91
46,46,gain,gamble,0.4194576951793404,0.335,0.335,0.4,0.4194576951793404,0.5805423048206596,0.4,0.67,0.0
47,47,gain,safe,0.52497918747894,0.2,0.18,0.2,0.47502081252106,0.52497918747894,0.2,0.36,0.0
48,48,mix,safe,0.8581489350995123,0.0,-0.36,0.0,0.14185106490048782,0.8581489350995123,0.0,0.78,-1.5
49,49,loss,safe,0.5805423048206596,-0.6,-0.665,-0.6,0.41945769517934034,0.5805423048206596,-0.6,0.0,-1.33
50,50,mix,gamble,0.4378234991142019,-0.04999999999999999,-0.04999999999999999,0.0,0.4378234991142019,0.5621765008857981,0.0,0.2,-0.3
51,51,mix,gamble,0.7981867777396212,0.2749999999999999,0.2749999999999999,0.0,0.7981867777396212,0.20181322226037893,0.0,1.65,-1.1
52,52,gain,gamble,0.52497918747894,0.22,0.22,0.2,0.52497918747894,0.47502081252106,0.2,0.44,0.0
53,53,mix,safe,0.6626218371700825,0.0,-0.135,0.0,0.3373781628299175,0.6626218371700825,0.0,0.53,-0.8
54,54,loss,safe,0.5436386872370789,-0.3,-0.335,-0.3,0.45636131276292113,0.5436386872370789,-0.3,0.0,-0.67
55,55,gain,gamble,0.9002495108803148,0.84,0.84,0.4,0.9002495108803148,0.09975048911968513,0.4,1.68,0.0
56,56,gain,gamble,0.5986876601124521,0.28,0.28,0.2,0.5986876601124521,0.40131233988754794,0.2,0.56,0.0
57,57,gain,gamble,0.8175744761936437,0.5,0.5,0.2,0.8175744761936437,0.18242552380635635,0.2,1.0,0.0
58,58,loss,safe,0.9002495108803149,-0.4,-0.84,-0.4,0.09975048911968512,0.9002495108803149,-0.4,0.0,-1.68
59,59,loss,safe,0.8388910504234147,-0.3,-0.63,-0.3,0.16110894957658528,0.8388910504234147,-0.3,0.0,-1.26
60,60,loss,gamble,0.6165665045213192,-0.505,-0.505,-0.6,0.6165665045213192,0.38343349547868066,-0.6,0.0,-1.01
61,61,gain,gamble,0.7310585786300049,0.7,0.7,0.5,0.7310585786300049,0.2689414213699951,0.5,1.4,0.0
62,62,gain,gamble,0.6899744811276124,0.36,0.36,0.2,0.6899744811276124,0.31002551887238755,0.2,0.72,0.0
63,63,loss,gamble,0.11920292202211755,-0.9,-0.9,-0.5,0.11920292202211755,0.8807970779778824,-0.5,0.0,-1.8
64,64,gain,gamble,0.5621765008857982,0.25,0.25,0.2,0.5621765008857982,0.43782349911420193,0.2,0.5,0.0
65,65,loss,safe,0.8175744761936437,-0.2,-0.5,-0.2,0.18242552380635635,0.8175744761936437,-0.2,0.0,-1.0
66,66,mix,safe,0.6626218371700825,0.0,-0.135,0.0,0.3373781628299175,0.6626218371700825,0.0,1.23,-1.5
67,67,mix,safe,0.7685247834990178,0.0,-0.24000000000000002,0.0,0.23147521650098232,0.7685247834990178,0.0,0.32,-0.8
68,68,mix,safe,0.9324533088603709,0.0,-0.525,0.0,0.0675466911396291,0.9324533088603709,0.0,0.45,-1.5
69,69,gain,gamble,0.9168273035060777,1.08,1.08,0.6,0.9168273035060777,0.08317269649392234,0.6,2.16,0.0
70,70,loss,safe,0.7685247834990176,-0.6,-0.84,-0.6,0.23147521650098232,0.7685247834990176,-0.6,0.0,-1.68
71,71,mix,gamble,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.8,-0.8
72,72,mix,gamble,0.9399133498259925,0.55,0.55,0.0,0.9399133498259925,0.060086650174007626,0.0,2.2,-1.1
73,73,mix,safe,0.5560138905446199,0.0,-0.04500000000000001,0.0,0.44398610945538003,0.5560138905446199,0.0,0.41,-0.5
74,74,gain,safe,0.5,0.6,0.6,0.6,0.5,0.5,0.6,1.2,0.0
75,75,mix,gamble,0.679178699175393,0.15000000000000002,0.15000000000000002,0.0,0.679178699175393,0.320821300824607,0.0,1.8,-1.5
76,76,gain,gamble,0.9525741268224333,1.0,1.0,0.4,0.9525741268224333,0.04742587317756679,0.4,2.0,0.0
77,77,gain,gamble,0.6899744811276125,0.56,0.56,0.4,0.6899744811276125,0.3100255188723875,0.4,1.12,0.0
78,78,mix,gamble,0.3716838117046338,-0.105,-0.105,0.0,0.3716838117046338,0.6283161882953663,0.0,0.09,-0.3
79,79,loss,safe,0.6456563062257955,-0.5,-0.62,-0.5,0.35434369377420455,0.6456563062257955,-0.5,0.0,-1.24
80,80,gain,safe,0.6165665045213192,0.6,0.505,0.6,0.38343349547868066,0.6165665045213192,0.6,1.01,0.0
81,81,mix,gamble,0.21840253609763446,-0.255,-0.255,0.0,0.21840253609763446,0.7815974639023655,0.0,0.99,-1.5
82,82,gain,safe,0.5436386872370789,0.4,0.365,0.4,0.45636131276292113,0.5436386872370789,0.4,0.73,0.0
83,83,loss,gamble,0.52497918747894,-0.18,-0.18,-0.2,0.52497918747894,0.47502081252105993,-0.2,0.0,-0.36
84,84,loss,gamble,0.5683199834782481,-0.545,-0.545,-0.6,0.5683199834782481,0.4316800165217519,-0.6,0.0,-1.09
85,85,loss,safe,0.9644288107273638,-0.6,-1.26,-0.6,0.035571189272636174,0.9644288107273638,-0.6,0.0,-2.52
86,86,loss,gamble,0.36008390326226586,-0.315,-0.315,-0.2,0.36008390326226586,0.6399160967377341,-0.2,0.0,-0.63
87,87,mix,safe,0.5312093733737563,0.0,-0.024999999999999994,0.0,0.46879062662624377,0.5312093733737563,0.0,0.25,-0.3
88,88,gain,gamble,0.7502601055951177,0.42,0.42,0.2,0.7502601055951177,0.24973989440488237,0.2,0.84,0.0
89,89,mix,safe,0.6224593312018547,0.0,-0.10000000000000003,0.0,0.3775406687981454,0.6224593312018547,0.0,0.9,-1.1
90,90,gain,gamble,0.40131233988754805,0.42,0.42,0.5,0.40131233988754805,0.598687660112452,0.5,0.84,0.0
91,91,gain,gamble,0.9046505351008906,0.75,0.75,0.3,0.9046505351008906,0.09534946489910949,0.3,1.5,0.0
92,92,mix,safe,0.610639233949222,0.0,-0.09,0.0,0.3893607660507781,0.610639233949222,0.0,0.12,-0.3
93,93,gain,gamble,0.5,0.3,0.3,0.3,0.5,0.5,0.3,0.6,0.0
94,94,loss,safe,0.4378234991142019,-0.3,-0.25,-0.3,0.5621765008857981,0.4378234991142019,-0.3,0.0,-0.5
95,95,loss,gamble,0.23147521650098235,-0.54,-0.54,-0.3,0.23147521650098235,0.7685247834990176,-0.3,0.0,-1.08
96,96,mix,safe,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1.1,-1.1
97,97,loss,safe,0.8320183851339245,-0.4,-0.72,-0.4,0.16798161486607557,0.8320183851339245,-0.4,0.0,-1.44
98,98,loss,gamble,0.2689414213699951,-0.7,-0.7,-0.5,0.2689414213699951,0.7310585786300049,-0.5,0.0,-1.4
99,99,loss,safe,0.9168273035060777,-0.6,-1.08,-0.6,0.08317269649392234,0.9168273035060777,-0.6,0.0,-2.16
100,100,loss,safe,0.7502601055951176,-0.2,-0.42,-0.2,0.24973989440488237,0.7502601055951176,-0.2,0.0,-0.84
101,101,mix,gamble,0.8807970779778824,0.4,0.4,0.0,0.8807970779778824,0.11920292202211755,0.0,1.6,-0.8
102,102,gain,gamble,0.4625701546562505,0.17,0.17,0.2,0.4625701546562505,0.5374298453437496,0.2,0.34,0.0
103,103,loss,safe,0.9770226300899744,-0.5,-1.25,-0.5,0.022977369910025615,0.9770226300899744,-0.5,0.0,-2.5
104,104,loss,safe,0.5560138905446199,-0.4,-0.445,-0.4,0.44398610945538,0.5560138905446199,-0.4,0.0,-0.89
105,105,mix,gamble,0.8670357598021707,0.375,0.375,0.0,0.8670357598021707,0.13296424019782926,0.0,2.25,-1.5
106,106,gain,gamble,0.8388910504234148,0.63,0.63,0.3,0.8388910504234148,0.16110894957658525,0.3,1.26,0.0
107,107,gain,safe,0.5,0.2,0.2,0.2,0.5,0.5,0.2,0.4,0.0
108,108,loss,gamble,0.5436386872370788,-0.365,-0.365,-0.4,0.5436386872370788,0.4563613127629211,-0.4,0.0,-0.73
109,109,loss,gamble,0.5374298453437496,-0.17,-0.17,-0.2,0.5374298453437496,0.4625701546562505,-0.2,0.0,-0.34
110,110,mix,safe,0.7160597938157098,0.0,-0.18500000000000005,0.0,0.28394020618429017,0.7160597938157098,0.0,0.73,-1.1
111,111,gain,safe,0.5683199834782481,0.6,0.545,0.6,0.4316800165217519,0.5683199834782481,0.6,1.09,0.0
112,112,gain,safe,0.43168001652175175,0.5,0.555,0.5,0.5683199834782482,0.43168001652175175,0.5,1.11,0.0
113,113,mix,gamble,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,-0.5
114,114,gain,safe,0.29421497216298875,0.3,0.475,0.3,0.7057850278370112,0.29421497216298875,0.3,0.95,0.0
115,115,loss,safe,0.46879062662624377,-0.3,-0.275,-0.3,0.5312093733737563,0.46879062662624377,-0.3,0.0,-0.55
116,116,loss,gamble,0.5,-0.3,-0.3,-0.3,0.5,0.5,-0.3,0.0,-0.6
117,117,gain,gamble,0.9644288107273639,1.26,1.26,0.6,0.9644288107273639,0.03557118927263618,0.6,2.52,0.0
118,118,gain,safe,0.36008390326226586,0.2,0.315,0.2,0.6399160967377341,0.36008390326226586,0.2,0.63,0.0
119,119,gain,gamble,0.4439861094553801,0.455,0.455,0.5,0.4439861094553801,0.55601389054462,0.5,0.91,0.0
120,120,loss,safe,0.6899744811276124,-0.2,-0.36,-0.2,0.31002551887238755,0.6899744811276124,-0.2,0.0,-0.72
121,121,mix,gamble,0.41338242108267,-0.06999999999999999,-0.06999999999999999,0.0,0.41338242108267,0.5866175789173301,0.0,0.16,-0.3
122,122,loss,safe,0.5,-0.2,-0.2,-0.2,0.5,0.5,-0.2,0.0,-0.4
123,123,gain,gamble,0.8099984339846871,0.79,0.79,0.5,0.8099984339846871,0.19000156601531296,0.5,1.58,0.0
124,124,mix,safe,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1.5,-1.5
125,125,loss,safe,0.9046505351008906,-0.3,-0.75,-0.3,0.09534946489910949,0.9046505351008906,-0.3,0.0,-1.5
126,126,loss,safe,0.6899744811276125,-0.4,-0.56,-0.4,0.3100255188723875,0.6899744811276125,-0.4,0.0,-1.12
127,127,loss,safe,0.7595109169491111,-0.4,-0.63,-0.4,0.24048908305088895,0.7595109169491111,-0.4,0.0,-1.26
128,128,mix,gamble,0.29421497216298875,-0.175,-0.175,0.0,0.29421497216298875,0.7057850278370112,0.0,0.15,-0.5
129,129,gain,gamble,0.8320183851339243,0.72,0.72,0.4,0.8320183851339243,0.16798161486607557,0.4,1.44,0.0
130,130,loss,safe,0.52497918747894,-0.2,-0.22,-0.2,0.47502081252106004,0.52497918747894,-0.2,0.0,-0.44
131,131,loss,safe,0.5,-0.6,-0.6,-0.6,0.5,0.5,-0.6,0.0,-1.2
132,132,loss,safe,0.401312339887548,-0.5,-0.42,-0.5,0.598687660112452,0.401312339887548,-0.5,0.0,-0.84
133,133,loss,safe,0.6456563062257955,-0.3,-0.42,-0.3,0.35434369377420455,0.6456563062257955,-0.3,0.0,-0.84
134,134,mix,safe,0.9525741268224334,0.0,-0.6,0.0,0.04742587317756679,0.9525741268224334,0.0,0.3,-1.5
135,135,mix,gamble,0.6341355910108006,0.10999999999999999,0.10999999999999999,0.0,0.6341355910108006,0.36586440898919936,0.0,1.32,-1.1
136,136,loss,safe,0.41945769517934045,-0.4,-0.335,-0.4,0.5805423048206596,0.41945769517934045,-0.4,0.0,-0.67
137,137,gain,gamble,0.5436386872370789,0.335,0.335,0.3,0.5436386872370789,0.4563613127629211,0.3,0.67,0.0
138,138,gain,gamble,0.46879062662624377,0.275,0.275,0.3,0.46879062662624377,0.5312093733737562,0.3,0.55,0.0
139,139,mix,safe,0.22270013882530884,0.0,0.25,0.0,0.7772998611746912,0.22270013882530884,0.0,1.0,-0.5
140,140,gain,gamble,0.5805423048206596,0.665,0.665,0.6,0.5805423048206596,0.41945769517934034,0.6,1.33,0.0
141,141,mix,gamble,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.3,-0.3
142,142,gain,gamble,0.8519528019683105,0.95,0.95,0.6,0.8519528019683105,0.14804719803168945,0.6,1.9,0.0
143,143,mix,safe,0.6046790847140093,0.0,-0.08499999999999999,0.0,0.3953209152859906,0.6046790847140093,0.0,0.33,-0.5
144,144,loss,safe,0.9399133498259923,-0.5,-1.05,-0.5,0.06008665017400762,0.9399133498259923,-0.5,0.0,-2.1
145,145,loss,safe,0.7057850278370112,-0.3,-0.475,-0.3,0.2942149721629888,0.7057850278370112,-0.3,0.0,-0.95
146,146,mix,gamble,0.35434369377420455,-0.12,-0.12,0.0,0.35434369377420455,0.6456563062257954,0.0,0.06,-0.3
147,147,mix,safe,0.5866175789173301,0.0,-0.07,0.0,0.41338242108267,0.5866175789173301,0.0,0.66,-0.8
148,148,mix,safe,0.8726949619246283,0.0,-0.385,0.0,0.12730503807537166,0.8726949619246283,0.0,0.33,-1.1
149,149,gain,gamble,0.6165665045213193,0.495,0.495,0.4,0.6165665045213193,0.38343349547868066,0.4,0.99,0.0
